promo_id,game_id,season,game_date,homestand_id,opponent,day_of_week,weekend_flag,promo_name,promo_category,promo_type,primary_promo_flag,sponsor_attached_flag,giveaway_flag,fireworks_flag,theme_night_flag,family_flag,dog_day_flag,jersey_auction_flag,expected_fan_segment,public_announced_attendance,tickets_sold,scanned_attendance,scan_rate,no_show_ticket_quantity,no_show_rate,ticket_order_count,unique_ticket_buyers,repeat_buyer_count,repeat_buyer_rate,group_tickets,group_revenue,merch_net_sales,concession_net_sales,revenue_per_scanned_fan,merch_per_scanned_fan,concession_per_scanned_fan,in_park_spend_per_scanned_fan,total_revenue_indicator,fan_engagement_count,unique_engaged_fans,avg_engagement_score,follow_up_opportunity_count,high_priority_opportunity_count,crm_follow_up_task_count,future_revenue_opportunity,baseline_scanned_attendance,baseline_merch_per_scanned_fan,baseline_concession_per_scanned_fan,baseline_revenue_per_scanned_fan,baseline_repeat_buyer_rate,scanned_attendance_lift_vs_slot,merch_lift_per_scanned_fan,concession_lift_per_scanned_fan,revenue_lift_per_scanned_fan,repeat_buyer_rate_lift_vs_slot,total_value_index,recommendation,recommendation_reason
PROMO_00105,TP_2024_006,2024,2024-04-14,2024_HS_01,Birmingham,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4617,5930,5272,0.889,658,0.111,1636,1483,1096,0.739,793,12071.64,8963.51,31658.72,17.85,1.7,6.01,7.71,134747.71,639,499,26.6839,69,37,14,18222.8,5295,1.66,5.82,17.53,0.9256,-23,0.04,0.19,0.33,-0.1865,47.3,review,Mixed performance; needs review before committing future promo inventory
PROMO_00106,TP_2024_007,2024,2024-04-23,2024_HS_02,Tennessee,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,3640,4989,4133,0.8284,856,0.1716,1237,1147,858,0.748,1078,14515.83,5592.77,20811.24,19.06,1.35,5.04,6.39,105171.19,464,363,26.722,84,59,19,26347.4,4176,1.4,4.41,19.27,0.8564,-43,-0.05,0.63,-0.21,-0.1084,35.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00107,TP_2024_009,2024,2024-04-25,2024_HS_02,Tennessee,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,4248,6525,5491,0.8415,1034,0.1585,1532,1403,1129,0.8047,1699,24211.15,7207.26,25406.61,18.43,1.31,4.63,5.94,133826.8,583,445,27.2196,95,59,24,32414.02,4868,1.26,4.46,18.59,0.8906,623,0.05,0.17,-0.16,-0.0859,44.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00108,TP_2024_010,2024,2024-04-26,2024_HS_02,Tennessee,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6621,9059,8580,0.9471,479,0.0529,2516,2189,1811,0.8273,1028,12981.31,12992.22,41705.77,18.96,1.51,4.86,6.38,217384.88,1006,763,26.1541,54,37,15,19656.01,7045,1.71,5.25,19.44,0.8972,1535,-0.2,-0.39,-0.48,-0.0699,62.0,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00109,TP_2024_011,2024,2024-04-27,2024_HS_02,Tennessee,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,7065,9806,9225,0.9408,581,0.0592,2753,2375,2064,0.8691,1121,19682.8,14872.74,52357.54,19.64,1.61,5.68,7.29,248391.12,1087,839,26.3477,71,50,12,21988.39,7725,1.88,5.29,19.21,0.9158,1500,-0.27,0.38,0.43,-0.0467,70.9,return,Strong total value with positive attendance and revenue lift
PROMO_00110,TP_2024_012,2024,2024-04-28,2024_HS_02,Tennessee,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4628,5679,5067,0.8922,612,0.1078,1593,1452,1310,0.9022,704,8491.36,8363.65,28351.13,17.59,1.65,5.6,7.25,125864.62,644,495,25.014,73,42,13,22129.89,5295,1.66,5.82,17.53,0.9256,-228,-0.01,-0.22,0.07,-0.0234,43.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00111,TP_2024_013,2024,2024-05-07,2024_HS_03,Mississippi,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,4085,5357,4562,0.8516,795,0.1484,1412,1311,1161,0.8856,1023,13952.25,6916.34,19870.05,19.02,1.52,4.36,5.87,113548.91,525,422,25.3581,85,63,17,29040.55,4176,1.4,4.41,19.27,0.8564,386,0.11,-0.05,-0.25,0.0292,37.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00112,TP_2024_013,2024,2024-05-07,2024_HS_03,Mississippi,Tuesday,False,Nolan Schanuel Bobblehead,bobblehead_giveaway,giveaway,False,False,True,False,True,False,False,False,collectors,4085,5357,4562,0.8516,795,0.1484,1412,1311,1161,0.8856,1023,13952.25,6916.34,19870.05,19.02,1.52,4.36,5.87,113548.91,525,422,25.3581,85,63,17,29040.55,4176,1.4,4.41,19.27,0.8564,386,0.11,-0.05,-0.25,0.0292,37.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00113,TP_2024_015,2024,2024-05-09,2024_HS_03,Mississippi,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,3640,4603,3960,0.8603,643,0.1397,1239,1160,1053,0.9078,664,8607.58,4153.87,20875.71,18.38,1.05,5.27,6.32,97801.48,474,370,26.6983,64,45,12,18065.52,4868,1.26,4.46,18.59,0.8906,-908,-0.21,0.81,-0.21,0.0172,31.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00114,TP_2024_016,2024,2024-05-10,2024_HS_03,Mississippi,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6421,8178,7662,0.9369,516,0.0631,2287,2022,1833,0.9065,920,15939.86,13568.36,37688.27,19.83,1.77,4.92,6.69,203184.39,937,717,26.0512,70,38,14,20980.66,7045,1.71,5.25,19.44,0.8972,617,0.06,-0.33,0.39,0.0093,58.4,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00115,TP_2024_017,2024,2024-05-11,2024_HS_03,Mississippi,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6668,9476,8993,0.949,483,0.051,2604,2261,2098,0.9279,1201,14212.61,17590.48,44991.92,18.51,1.96,5.0,6.96,229081.29,992,772,26.8589,55,39,11,19077.38,7725,1.88,5.29,19.21,0.9158,1268,0.07,-0.29,-0.69,0.0121,66.8,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00116,TP_2024_018,2024,2024-05-12,2024_HS_03,Mississippi,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4028,5922,5277,0.8911,645,0.1089,1468,1357,1265,0.9322,1288,16298.15,8099.07,31274.29,17.18,1.53,5.93,7.46,130050.83,620,471,26.8113,73,50,14,22120.63,5295,1.66,5.82,17.53,0.9256,-18,-0.12,0.11,-0.34,0.0066,49.1,review,Mixed performance; needs review before committing future promo inventory
PROMO_00117,TP_2024_019,2024,2024-05-21,2024_HS_04,Montgomery,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,4289,5523,4477,0.8106,1046,0.1894,1419,1328,1228,0.9247,1159,15170.76,5212.54,18593.8,19.2,1.16,4.15,5.32,109784.98,500,395,26.146,95,68,20,31438.92,4176,1.4,4.41,19.27,0.8564,301,-0.24,-0.25,-0.06,0.0683,32.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00118,TP_2024_020,2024,2024-05-22,2024_HS_04,Montgomery,Wednesday,False,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,3409,4500,3708,0.824,792,0.176,1128,1069,982,0.9186,1022,14229.31,4134.89,17906.24,19.89,1.12,4.83,5.94,95777.8,406,319,27.6626,90,74,21,35391.06,4123,1.34,4.36,19.62,0.8685,-415,-0.23,0.46,0.27,0.0501,31.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00119,TP_2024_021,2024,2024-05-23,2024_HS_04,Montgomery,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,4136,5285,4470,0.8458,815,0.1542,1448,1324,1242,0.9381,702,8964.42,6227.41,18893.61,18.42,1.39,4.23,5.62,107440.69,555,436,27.7784,82,58,19,30873.82,4868,1.26,4.46,18.59,0.8906,-398,0.13,-0.24,-0.17,0.0475,30.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00120,TP_2024_022,2024,2024-05-24,2024_HS_04,Montgomery,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,4915,7108,6666,0.9378,442,0.0622,1881,1681,1564,0.9304,1084,15871.36,11934.68,35638.11,19.59,1.79,5.35,7.14,178131.2,703,563,26.0569,72,53,12,20316.43,7045,1.71,5.25,19.44,0.8972,-379,0.08,0.09,0.15,0.0332,55.6,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00121,TP_2024_023,2024,2024-05-25,2024_HS_04,Montgomery,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6227,7979,7519,0.9423,460,0.0577,2229,1977,1850,0.9358,897,12057.28,13236.85,41339.98,19.46,1.76,5.5,7.26,200918.13,934,716,26.7709,78,47,18,25448.25,7725,1.88,5.29,19.21,0.9158,-206,-0.12,0.21,0.25,0.02,59.0,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00122,TP_2024_024,2024,2024-05-26,2024_HS_04,Montgomery,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,3535,5197,4594,0.884,603,0.116,1247,1170,1089,0.9308,1357,15602.95,7091.12,27483.16,17.16,1.54,5.98,7.53,113394.31,534,408,26.5225,76,54,19,25264.14,5295,1.66,5.82,17.53,0.9256,-701,-0.11,0.16,-0.37,0.0052,45.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00123,TP_2024_025,2024,2024-06-04,2024_HS_05,Chattanooga,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,3455,4990,4098,0.8212,892,0.1788,1238,1163,1082,0.9304,1124,15347.57,4956.25,20060.43,19.28,1.21,4.9,6.1,104024.45,469,365,27.8166,100,81,25,35068.57,4176,1.4,4.41,19.27,0.8564,-78,-0.19,0.49,0.01,0.0739,34.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00124,TP_2024_026,2024,2024-06-05,2024_HS_05,Chattanooga,Wednesday,False,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,3565,4803,4067,0.8468,736,0.1532,1244,1171,1079,0.9214,848,11292.29,6805.73,16901.0,19.29,1.67,4.16,5.83,102153.77,447,354,27.1924,85,65,22,36831.17,4123,1.34,4.36,19.62,0.8685,-56,0.33,-0.21,-0.33,0.0529,32.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00125,TP_2024_026,2024,2024-06-05,2024_HS_05,Chattanooga,Wednesday,False,Sprocket Pencil Holder Bobblehead,bobblehead_giveaway,giveaway,False,False,True,False,True,False,False,False,collectors,3565,4803,4067,0.8468,736,0.1532,1244,1171,1079,0.9214,848,11292.29,6805.73,16901.0,19.29,1.67,4.16,5.83,102153.77,447,354,27.1924,85,65,22,36831.17,4123,1.34,4.36,19.62,0.8685,-56,0.33,-0.21,-0.33,0.0529,32.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00126,TP_2024_027,2024,2024-06-06,2024_HS_05,Chattanooga,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,3966,5266,4451,0.8452,815,0.1548,1407,1310,1225,0.9351,893,12205.44,5290.68,20692.67,18.28,1.19,4.65,5.84,107366.17,508,389,27.0256,115,94,27,37049.83,4868,1.26,4.46,18.59,0.8906,-417,-0.07,0.19,-0.31,0.0445,33.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00127,TP_2024_028,2024,2024-06-07,2024_HS_05,Chattanooga,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5764,7380,6977,0.9454,403,0.0546,2084,1873,1763,0.9413,715,9181.54,10896.44,39960.16,19.88,1.56,5.73,7.29,189593.73,863,676,26.5284,69,55,11,19845.89,7045,1.71,5.25,19.44,0.8972,-68,-0.15,0.48,0.45,0.0441,56.6,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00128,TP_2024_029,2024,2024-06-08,2024_HS_05,Chattanooga,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6713,9663,9091,0.9408,572,0.0592,2631,2284,2173,0.9514,1379,17110.82,14936.36,48421.04,18.78,1.64,5.33,6.97,234127.67,1062,805,25.4991,93,76,20,32912.29,7725,1.88,5.29,19.21,0.9158,1366,-0.24,0.03,-0.42,0.0356,69.5,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00129,TP_2024_030,2024,2024-06-09,2024_HS_05,Chattanooga,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4137,5652,5034,0.8907,618,0.1093,1437,1334,1269,0.9513,1088,15237.62,7490.88,27746.85,17.96,1.49,5.51,7.0,125654.86,543,424,26.7514,97,78,20,32530.75,5295,1.66,5.82,17.53,0.9256,-261,-0.17,-0.31,0.43,0.0257,45.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00130,TP_2024_031,2024,2024-06-18,2024_HS_06,Biloxi,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,4255,5248,4332,0.8255,916,0.1745,1411,1319,1219,0.9242,794,10857.99,5985.26,19331.13,19.51,1.38,4.46,5.84,109841.21,517,417,26.7447,123,101,28,48173.61,4176,1.4,4.41,19.27,0.8564,156,-0.02,0.06,0.25,0.0678,33.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00131,TP_2024_032,2024,2024-06-19,2024_HS_06,Biloxi,Wednesday,False,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,3836,4715,3796,0.8051,919,0.1949,1242,1163,1083,0.9312,866,10905.49,4578.38,17437.81,19.85,1.21,4.59,5.8,97368.63,407,331,26.3096,115,94,29,41321.76,4123,1.34,4.36,19.62,0.8685,-327,-0.14,0.23,0.23,0.0627,29.5,review,Mixed performance; needs review before committing future promo inventory
PROMO_00132,TP_2024_033,2024,2024-06-20,2024_HS_06,Biloxi,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,5506,7151,6060,0.8474,1091,0.1526,2049,1839,1712,0.9309,780,12599.4,7377.15,27072.98,18.52,1.22,4.47,5.68,146653.25,733,583,26.5389,138,108,21,46958.64,4868,1.26,4.46,18.59,0.8906,1192,-0.04,0.01,-0.07,0.0403,42.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00133,TP_2024_034,2024,2024-06-21,2024_HS_06,Biloxi,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6377,8399,7957,0.9474,442,0.0526,2510,2202,2081,0.945,455,6506.27,16150.93,44263.57,19.64,2.03,5.56,7.59,216652.48,1048,799,25.4361,81,72,9,24128.89,7045,1.71,5.25,19.44,0.8972,912,0.32,0.31,0.2,0.0478,62.7,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00134,TP_2024_035,2024,2024-06-22,2024_HS_06,Biloxi,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6038,8078,7587,0.9392,491,0.0608,2159,1942,1848,0.9516,1253,15555.64,15241.22,37484.1,19.35,2.01,4.94,6.95,199520.2,878,676,26.1834,80,62,23,28251.86,7725,1.88,5.29,19.21,0.9158,-138,0.13,-0.35,0.14,0.0358,59.9,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00135,TP_2024_036,2024,2024-06-23,2024_HS_06,Biloxi,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,3386,5488,5010,0.9129,478,0.0871,1289,1206,1154,0.9569,1363,20322.07,10828.96,30175.25,17.9,2.16,6.02,8.18,130678.8,538,429,26.0539,92,69,23,37886.05,5295,1.66,5.82,17.53,0.9256,-285,0.5,0.2,0.37,0.0313,54.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00136,TP_2024_036,2024,2024-06-23,2024_HS_06,Biloxi,Sunday,True,Astronaut Racer Mae Bobblehead,bobblehead_giveaway,giveaway,False,False,True,False,True,False,False,False,collectors,3386,5488,5010,0.9129,478,0.0871,1289,1206,1154,0.9569,1363,20322.07,10828.96,30175.25,17.9,2.16,6.02,8.18,130678.8,538,429,26.0539,92,69,23,37886.05,5295,1.66,5.82,17.53,0.9256,-285,0.5,0.2,0.37,0.0313,54.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00137,TP_2024_037,2024,2024-07-04,2024_HS_07,Birmingham,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,7500,9918,8927,0.9001,991,0.0999,2782,2386,2198,0.9212,998,14467.09,13645.33,39145.65,19.33,1.53,4.39,5.91,225355.12,1052,812,25.9344,143,116,27,51452.17,4868,1.26,4.46,18.59,0.8906,4059,0.27,-0.08,0.74,0.0306,66.1,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00138,TP_2024_037,2024,2024-07-04,2024_HS_07,Birmingham,Thursday,False,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,7500,9918,8927,0.9001,991,0.0999,2782,2386,2198,0.9212,998,14467.09,13645.33,39145.65,19.33,1.53,4.39,5.91,225355.12,1052,812,25.9344,143,116,27,51452.17,4868,1.26,4.46,18.59,0.8906,4059,0.27,-0.08,0.74,0.0306,66.1,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00139,TP_2024_038,2024,2024-07-05,2024_HS_07,Birmingham,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6207,8520,8022,0.9415,498,0.0585,2419,2137,2017,0.9438,884,11918.72,15413.96,39042.81,19.52,1.92,4.87,6.79,211077.33,959,730,26.2763,99,77,25,41251.46,7045,1.71,5.25,19.44,0.8972,977,0.21,-0.38,0.08,0.0466,61.6,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00140,TP_2024_039,2024,2024-07-06,2024_HS_07,Birmingham,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5636,7277,6879,0.9453,398,0.0547,2070,1851,1750,0.9454,677,8771.89,13496.95,38534.37,19.11,1.96,5.6,7.56,183512.01,858,649,25.8007,76,63,18,26509.97,7725,1.88,5.29,19.21,0.9158,-846,0.08,0.31,-0.09,0.0296,55.1,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00141,TP_2024_040,2024,2024-07-09,2024_HS_08,Pensacola,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,3397,4322,3485,0.8063,837,0.1937,1111,1046,992,0.9484,869,10496.87,4165.81,12965.88,19.46,1.2,3.72,4.92,84959.28,369,291,26.9322,125,105,33,49226.71,4176,1.4,4.41,19.27,0.8564,-691,-0.21,-0.69,0.2,0.092,23.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00142,TP_2024_041,2024,2024-07-10,2024_HS_08,Pensacola,Wednesday,False,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,4065,5325,4314,0.8101,1011,0.1899,1388,1292,1203,0.9311,963,12001.93,5748.29,16579.7,19.22,1.33,3.84,5.18,105257.56,542,416,26.5627,154,123,26,53001.14,4123,1.34,4.36,19.62,0.8685,191,-0.01,-0.52,-0.39,0.0626,31.3,review,Mixed performance; needs review before committing future promo inventory
PROMO_00143,TP_2024_042,2024,2024-07-11,2024_HS_08,Pensacola,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,3728,4842,4105,0.8478,737,0.1522,1327,1225,1168,0.9535,646,9098.6,4923.88,16817.88,19.2,1.2,4.1,5.3,100543.22,435,356,24.6115,123,102,30,49018.69,4868,1.26,4.46,18.59,0.8906,-763,-0.06,-0.36,0.61,0.0629,28.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00144,TP_2024_043,2024,2024-07-12,2024_HS_08,Pensacola,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,4388,5692,5336,0.9375,356,0.0625,1606,1493,1421,0.9518,637,9457.94,8509.53,27295.57,20.07,1.59,5.12,6.71,142908.29,673,523,26.1828,77,60,23,34603.72,7045,1.71,5.25,19.44,0.8972,-1709,-0.12,-0.14,0.63,0.0546,43.1,review,Mixed performance; needs review before committing future promo inventory
PROMO_00145,TP_2024_044,2024,2024-07-13,2024_HS_08,Pensacola,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,4842,6480,6093,0.9403,387,0.0597,1930,1759,1685,0.9579,443,5948.21,12139.39,32172.83,19.98,1.99,5.28,7.27,166028.6,780,604,26.1859,81,64,13,32490.21,7725,1.88,5.29,19.21,0.9158,-1632,0.11,-0.01,0.77,0.0421,47.9,review,Mixed performance; needs review before committing future promo inventory
PROMO_00146,TP_2024_045,2024,2024-07-14,2024_HS_08,Pensacola,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,2974,4172,3713,0.89,459,0.11,1042,994,950,0.9557,892,11188.18,5578.01,17951.85,16.51,1.5,4.83,6.34,84838.86,432,335,25.9931,98,78,25,35677.4,5295,1.66,5.82,17.53,0.9256,-1582,-0.16,-0.98,-1.02,0.0302,32.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00147,TP_2024_046,2024,2024-07-23,2024_HS_09,Chattanooga,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,3187,4567,3720,0.8145,847,0.1855,1095,1046,967,0.9245,1135,16381.79,5028.1,16516.12,19.25,1.35,4.44,5.79,93137.22,404,324,26.4653,135,116,27,57454.18,4176,1.4,4.41,19.27,0.8564,-456,-0.05,0.03,-0.02,0.0681,31.5,review,Mixed performance; needs review before committing future promo inventory
PROMO_00148,TP_2024_047,2024,2024-07-24,2024_HS_09,Chattanooga,Wednesday,False,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,3357,4483,3652,0.8146,831,0.1854,1161,1099,1032,0.939,769,10378.92,5127.02,16599.5,19.69,1.4,4.55,5.95,93626.44,405,331,26.9605,160,121,35,63458.94,4123,1.34,4.36,19.62,0.8685,-471,0.06,0.18,0.07,0.0705,30.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00149,TP_2024_048,2024,2024-07-25,2024_HS_09,Chattanooga,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,0,5800,4951,0.8536,849,0.1464,1616,1482,1386,0.9352,819,10585.66,5906.05,22490.75,18.73,1.19,4.54,5.74,121127.17,596,464,26.5772,188,159,39,71052.38,4868,1.26,4.46,18.59,0.8906,83,-0.07,0.08,0.14,0.0446,38.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00150,TP_2024_049,2024,2024-07-26,2024_HS_09,Chattanooga,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5266,7160,6764,0.9447,396,0.0553,1960,1754,1648,0.9396,932,11637.77,11028.82,32144.8,18.86,1.63,4.75,6.38,170754.97,807,614,25.5366,104,82,31,43008.05,7045,1.71,5.25,19.44,0.8972,-281,-0.08,-0.5,-0.58,0.0424,52.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00151,TP_2024_050,2024,2024-07-27,2024_HS_09,Chattanooga,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5246,6972,6584,0.9443,388,0.0557,1919,1742,1656,0.9506,915,13755.46,12957.04,37991.93,19.21,1.97,5.77,7.74,177395.94,781,605,26.1857,97,77,25,37809.14,7725,1.88,5.29,19.21,0.9158,-1141,0.09,0.48,-0.0,0.0348,56.4,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00152,TP_2024_051,2024,2024-07-28,2024_HS_09,Chattanooga,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,0,6664,5949,0.8927,715,0.1073,1750,1618,1551,0.9586,1148,15952.3,8830.27,32303.72,17.8,1.48,5.43,6.91,147035.16,716,559,25.8254,164,128,39,68387.2,5295,1.66,5.82,17.53,0.9256,654,-0.17,-0.39,0.27,0.033,52.6,review,Mixed performance; needs review before committing future promo inventory
PROMO_00153,TP_2024_052,2024,2024-08-06,2024_HS_10,Birmingham,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,4416,5734,4837,0.8436,897,0.1564,1497,1393,1309,0.9397,978,11827.94,9996.79,20888.99,19.22,2.07,4.32,6.39,123834.7,522,415,26.1303,208,169,55,79757.27,4176,1.4,4.41,19.27,0.8564,661,0.66,-0.09,-0.05,0.0833,44.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00154,TP_2024_052,2024,2024-08-06,2024_HS_10,Birmingham,Tuesday,False,Trash Pandas Jersey Giveaway,jersey_giveaway,giveaway,False,False,True,False,True,False,False,False,collectors,4416,5734,4837,0.8436,897,0.1564,1497,1393,1309,0.9397,978,11827.94,9996.79,20888.99,19.22,2.07,4.32,6.39,123834.7,522,415,26.1303,208,169,55,79757.27,4176,1.4,4.41,19.27,0.8564,661,0.66,-0.09,-0.05,0.0833,44.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00155,TP_2024_053,2024,2024-08-07,2024_HS_10,Birmingham,Wednesday,False,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,3556,4690,3787,0.8075,903,0.1925,1148,1084,1020,0.941,1053,13833.36,5020.95,17831.91,19.85,1.33,4.71,6.03,98009.98,411,340,27.399,215,168,57,96896.79,4123,1.34,4.36,19.62,0.8685,-336,-0.02,0.34,0.23,0.0724,34.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00156,TP_2024_054,2024,2024-08-08,2024_HS_10,Birmingham,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,2950,4317,3677,0.8517,640,0.1483,972,919,860,0.9358,1239,17250.7,4967.93,16321.44,18.81,1.35,4.44,5.79,90467.71,334,270,27.3323,146,112,29,54833.98,4868,1.26,4.46,18.59,0.8906,-1191,0.09,-0.02,0.22,0.0452,33.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00157,TP_2024_055,2024,2024-08-09,2024_HS_10,Birmingham,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5296,6974,6555,0.9399,419,0.0601,1921,1750,1642,0.9383,873,13138.84,10587.94,34153.37,19.12,1.62,5.21,6.83,170075.92,789,621,25.8771,122,91,25,44615.39,7045,1.71,5.25,19.44,0.8972,-490,-0.1,-0.04,-0.32,0.0411,53.1,review,Mixed performance; needs review before committing future promo inventory
