fan_id,household_id,fan_segment,city,state,acquisition_channel,total_orders,total_tickets,total_revenue,group_orders,group_tickets,group_revenue,avg_tickets_per_order,group_sales_score,upgrade_potential_score,days_since_last_game,email_opt_in,sms_opt_in,recommended_crm_action,group_sales_priority,recommended_contact_channel
FAN0034291,HH0034291,group_buyer,Huntsville,AL,group_sales_rep,2,25,366.43,2,25,366.43,12.50,75,62,491,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0088304,HH0088304,group_buyer,Madison,AL,community_event,1,27,365.70,1,27,365.70,27.00,75,38,84,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0015042,HH0015042,group_buyer,Huntsville,AL,group_sales_rep,3,26,365.63,3,26,365.63,8.67,75,63,381,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086464,HH0086464,group_buyer,Athens,AL,community_event,1,25,365.42,1,25,365.42,25.00,75,37,87,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0065375,HH0065375,group_buyer,Huntsville,AL,website,1,27,365.39,1,27,365.39,27.00,75,38,383,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0060483,HH0060483,group_buyer,Nashville,TN,group_sales_rep,1,25,364.72,1,25,364.72,25.00,75,37,418,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0061253,HH0061253,group_buyer,Harvest,AL,community_event,1,26,364.36,1,26,364.36,26.00,75,38,415,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0073493,HH0073493,group_buyer,Huntsville,AL,group_sales_rep,1,25,364.32,1,25,364.32,25.00,75,37,158,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0042632,HH0042632,group_buyer,Athens,AL,community_event,1,24,363.83,1,24,363.83,24.00,75,37,494,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031268,HH0031268,group_buyer,Madison,AL,group_sales_rep,1,27,363.74,1,27,363.74,27.00,75,38,751,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0042869,HH0042869,group_buyer,Athens,AL,community_event,1,24,363.47,1,24,363.47,24.00,75,27,494,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0078509,HH0078509,group_buyer,Athens,AL,website,1,25,363.11,1,25,363.11,25.00,75,37,130,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0022025,HH0022025,group_buyer,Harvest,AL,community_event,2,26,362.83,2,26,362.83,13.00,75,63,751,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0075770,HH0075770,group_buyer,Athens,AL,group_sales_rep,2,27,362.58,2,27,362.58,13.50,75,63,56,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0085572,HH0085572,group_buyer,Meridianville,AL,website,1,27,362.30,1,27,362.30,27.00,75,28,92,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0082589,HH0082589,group_buyer,Huntsville,AL,community_event,1,24,362.04,1,24,362.04,24.00,75,37,106,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087011,HH0087011,group_buyer,Athens,AL,group_sales_rep,1,25,361.92,1,25,361.92,25.00,75,27,86,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0038968,HH0038968,group_buyer,Florence,AL,group_sales_rep,1,25,361.50,1,25,361.50,25.00,75,27,508,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0051403,HH0051403,group_buyer,Huntsville,AL,group_sales_rep,1,26,361.14,1,26,361.14,26.00,75,28,462,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0073617,HH0073617,group_buyer,Huntsville,AL,website,2,26,360.77,2,26,360.77,13.00,75,63,107,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068945,HH0068945,group_buyer,Huntsville,AL,website,1,25,360.61,1,25,360.61,25.00,75,37,374,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0082538,HH0082538,group_buyer,Decatur,AL,community_event,1,23,360.01,1,23,360.01,23.00,75,26,106,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0079686,HH0079686,group_buyer,Athens,AL,website,1,26,359.69,1,26,359.69,26.00,75,38,128,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0062702,HH0062702,group_buyer,Athens,AL,group_sales_rep,1,25,359.53,1,25,359.53,25.00,75,37,403,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0060944,HH0060944,group_buyer,Athens,AL,community_event,2,26,358.95,2,26,358.95,13.00,75,53,381,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0031095,HH0031095,group_buyer,Huntsville,AL,group_sales_rep,2,25,358.00,2,25,358.00,12.50,75,62,19,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0082419,HH0082419,group_buyer,Athens,AL,community_event,1,23,357.98,1,23,357.98,23.00,75,36,106,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068560,HH0068560,group_buyer,Huntsville,AL,community_event,1,26,357.12,1,26,357.12,26.00,75,38,375,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0085806,HH0085806,group_buyer,Nashville,TN,community_event,1,26,356.57,1,26,356.57,26.00,75,38,91,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0009719,HH0009719,group_buyer,Madison,AL,group_sales_rep,2,25,356.44,2,25,356.44,12.50,75,62,753,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0042580,HH0042580,group_buyer,Harvest,AL,website,1,26,356.40,1,26,356.40,26.00,75,38,494,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0075709,HH0075709,group_buyer,Decatur,AL,community_event,2,24,356.09,2,24,356.09,12.00,75,61,91,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0081188,HH0081188,group_buyer,Huntsville,AL,website,1,23,355.91,1,23,355.91,23.00,75,26,108,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0046805,HH0046805,group_buyer,Huntsville,AL,community_event,1,26,355.91,1,26,355.91,26.00,75,27,478,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0082368,HH0082368,group_buyer,Meridianville,AL,community_event,1,27,355.62,1,27,355.62,27.00,75,28,106,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0082517,HH0082517,group_buyer,Athens,AL,website,1,25,355.25,1,25,355.25,25.00,75,37,106,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0090698,HH0090698,group_buyer,Harvest,AL,website,1,25,355.10,1,25,355.10,25.00,75,37,58,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033364,HH0033364,group_buyer,Decatur,AL,community_event,1,25,354.67,1,25,354.67,25.00,75,37,739,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043255,HH0043255,group_buyer,Chattanooga,TN,community_event,1,25,354.40,1,25,354.40,25.00,75,37,493,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039016,HH0039016,group_buyer,Meridianville,AL,group_sales_rep,1,27,354.34,1,27,354.34,27.00,75,38,508,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043371,HH0043371,group_buyer,Birmingham,AL,group_sales_rep,1,24,353.13,1,24,353.13,24.00,75,36,493,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0073507,HH0073507,group_buyer,Decatur,AL,website,1,24,353.10,1,24,353.10,24.00,75,36,158,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068721,HH0068721,group_buyer,Huntsville,AL,website,1,27,352.78,1,27,352.78,27.00,75,38,375,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084557,HH0084557,group_buyer,Nashville,TN,website,1,24,351.87,1,24,351.87,24.00,75,26,93,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0053028,HH0053028,group_buyer,Huntsville,AL,group_sales_rep,1,26,351.68,1,26,351.68,26.00,75,37,451,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0071872,HH0071872,group_buyer,Madison,AL,website,1,25,351.38,1,25,351.38,25.00,75,27,163,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0044749,HH0044749,group_buyer,Huntsville,AL,website,1,27,350.49,1,27,350.49,27.00,75,38,491,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087335,HH0087335,group_buyer,Huntsville,AL,community_event,1,27,350.19,1,27,350.19,27.00,75,38,86,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039388,HH0039388,group_buyer,Huntsville,AL,community_event,1,27,349.97,1,27,349.97,27.00,75,38,508,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0075242,HH0075242,group_buyer,Birmingham,AL,group_sales_rep,1,26,349.86,1,26,349.86,26.00,75,27,145,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0040859,HH0040859,group_buyer,Meridianville,AL,community_event,1,24,349.84,1,24,349.84,24.00,75,26,505,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0040695,HH0040695,group_buyer,Huntsville,AL,community_event,1,24,349.76,1,24,349.76,24.00,75,36,505,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0038978,HH0038978,group_buyer,Madison,AL,group_sales_rep,1,27,349.46,1,27,349.46,27.00,75,38,508,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0061108,HH0061108,group_buyer,Madison,AL,group_sales_rep,1,24,349.28,1,24,349.28,24.00,75,36,415,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0092017,HH0092017,group_buyer,Madison,AL,community_event,1,23,349.05,1,23,349.05,23.00,75,36,46,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0027202,HH0027202,group_buyer,Huntsville,AL,group_sales_rep,1,23,348.86,1,23,348.86,23.00,75,36,768,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0079992,HH0079992,group_buyer,Huntsville,AL,website,1,23,348.67,1,23,348.67,23.00,75,36,128,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0052108,HH0052108,group_buyer,Huntsville,AL,website,1,24,348.57,1,24,348.57,24.00,75,26,452,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0086102,HH0086102,group_buyer,Decatur,AL,group_sales_rep,1,25,348.38,1,25,348.38,25.00,75,37,91,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0060415,HH0060415,group_buyer,Madison,AL,group_sales_rep,1,26,348.33,1,26,348.33,26.00,75,37,418,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0081881,HH0081881,group_buyer,Madison,AL,community_event,1,24,348.17,1,24,348.17,24.00,75,36,107,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0065386,HH0065386,group_buyer,Florence,AL,community_event,1,23,347.70,1,23,347.70,23.00,75,36,383,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068899,HH0068899,group_buyer,Birmingham,AL,community_event,1,23,347.58,1,23,347.58,23.00,75,36,374,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044236,HH0044236,group_buyer,Athens,AL,group_sales_rep,2,24,347.52,2,24,347.52,12.00,75,61,464,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0034418,HH0034418,group_buyer,Huntsville,AL,group_sales_rep,2,25,347.50,2,25,347.50,12.50,75,62,95,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033791,HH0033791,group_buyer,Meridianville,AL,community_event,1,23,347.24,1,23,347.24,23.00,75,36,738,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0047601,HH0047601,group_buyer,Nashville,TN,group_sales_rep,1,25,346.37,1,25,346.37,25.00,75,37,477,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0040411,HH0040411,group_buyer,Meridianville,AL,group_sales_rep,1,24,346.35,1,24,346.35,24.00,75,26,506,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0087039,HH0087039,group_buyer,Decatur,AL,website,1,26,346.11,1,26,346.11,26.00,75,37,86,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086483,HH0086483,group_buyer,Decatur,AL,group_sales_rep,1,26,346.10,1,26,346.10,26.00,75,37,87,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044064,HH0044064,group_buyer,Florence,AL,website,1,25,345.06,1,25,345.06,25.00,75,37,492,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0088594,HH0088594,group_buyer,Huntsville,AL,community_event,1,24,344.90,1,24,344.90,24.00,75,26,84,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0081383,HH0081383,group_buyer,Athens,AL,group_sales_rep,1,23,344.57,1,23,344.57,23.00,75,36,107,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0058674,HH0058674,group_buyer,Huntsville,AL,website,1,24,344.05,1,24,344.05,24.00,75,26,430,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0068675,HH0068675,group_buyer,Athens,AL,group_sales_rep,1,26,343.83,1,26,343.83,26.00,75,27,375,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0099874,HH0099874,group_buyer,Madison,AL,group_sales_rep,1,24,343.67,1,24,343.67,24.00,75,26,5,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0083502,HH0083502,group_buyer,Decatur,AL,group_sales_rep,1,23,343.49,1,23,343.49,23.00,75,36,96,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039493,HH0039493,group_buyer,Madison,AL,community_event,1,23,343.31,1,23,343.31,23.00,75,36,507,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0083945,HH0083945,group_buyer,Madison,AL,community_event,1,26,343.28,1,26,343.28,26.00,75,27,95,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0069394,HH0069394,group_buyer,Madison,AL,website,1,25,342.94,1,25,342.94,25.00,75,37,373,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0024757,HH0024757,group_buyer,Huntsville,AL,group_sales_rep,2,25,342.83,2,25,342.83,12.50,75,62,16,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0030370,HH0030370,group_buyer,Madison,AL,community_event,2,24,342.69,2,24,342.69,12.00,75,61,506,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044239,HH0044239,group_buyer,Huntsville,AL,website,1,27,342.69,1,27,342.69,27.00,75,38,491,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0038244,HH0038244,group_buyer,Huntsville,AL,group_sales_rep,1,26,342.40,1,26,342.40,26.00,75,37,518,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0075884,HH0075884,group_buyer,Birmingham,AL,group_sales_rep,1,27,341.72,1,27,341.72,27.00,75,38,144,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0099869,HH0099869,group_buyer,Madison,AL,website,1,24,340.57,1,24,340.57,24.00,75,36,5,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043869,HH0043869,group_buyer,Harvest,AL,website,1,23,340.53,1,23,340.53,23.00,75,36,492,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0036752,HH0036752,group_buyer,Athens,AL,group_sales_rep,1,24,340.02,1,24,340.02,24.00,75,36,520,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0081683,HH0081683,group_buyer,Madison,AL,website,1,24,339.99,1,24,339.99,24.00,75,36,107,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087041,HH0087041,group_buyer,Madison,AL,website,1,24,339.66,1,24,339.66,24.00,75,36,86,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0092931,HH0092931,group_buyer,Madison,AL,website,1,24,339.19,1,24,339.19,24.00,75,36,44,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0042688,HH0042688,group_buyer,Huntsville,AL,community_event,1,25,338.71,1,25,338.71,25.00,75,37,494,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0075686,HH0075686,group_buyer,Madison,AL,community_event,1,25,338.63,1,25,338.63,25.00,75,27,144,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0058894,HH0058894,group_buyer,Huntsville,AL,website,2,26,338.43,2,26,338.43,13.00,75,62,142,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039483,HH0039483,group_buyer,Harvest,AL,website,1,25,337.86,1,25,337.86,25.00,75,37,507,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0010757,HH0010757,group_buyer,Huntsville,AL,community_event,1,24,337.83,1,24,337.83,24.00,75,36,845,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0100017,HH0100017,group_buyer,Madison,AL,community_event,1,25,337.51,1,25,337.51,25.00,75,27,5,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0092159,HH0092159,group_buyer,Huntsville,AL,group_sales_rep,1,25,337.12,1,25,337.12,25.00,75,26,46,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0047908,HH0047908,group_buyer,Huntsville,AL,group_sales_rep,2,24,336.59,2,24,336.59,12.00,75,61,403,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043359,HH0043359,group_buyer,Madison,AL,community_event,2,25,335.24,2,25,335.24,12.50,75,61,451,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0065533,HH0065533,group_buyer,Chattanooga,TN,website,1,24,335.03,1,24,335.03,24.00,75,36,383,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0092745,HH0092745,group_buyer,Madison,AL,community_event,1,25,333.93,1,25,333.93,25.00,75,36,44,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033620,HH0033620,group_buyer,Huntsville,AL,community_event,1,24,333.44,1,24,333.44,24.00,75,26,738,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0093112,HH0093112,group_buyer,Madison,AL,group_sales_rep,1,24,333.12,1,24,333.12,24.00,75,36,44,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0083492,HH0083492,group_buyer,Huntsville,AL,community_event,1,24,332.89,1,24,332.89,24.00,75,26,96,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0066179,HH0066179,group_buyer,Madison,AL,community_event,1,24,332.89,1,24,332.89,24.00,75,26,381,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0069624,HH0069624,group_buyer,Huntsville,AL,website,1,23,332.89,1,23,332.89,23.00,75,35,373,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0080405,HH0080405,group_buyer,Madison,AL,community_event,1,25,332.87,1,25,332.87,25.00,75,26,126,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0058431,HH0058431,group_buyer,Chattanooga,TN,website,1,24,332.75,1,24,332.75,24.00,75,36,430,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0074507,HH0074507,group_buyer,Madison,AL,website,1,26,332.59,1,26,332.59,26.00,75,37,155,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0041038,HH0041038,group_buyer,Madison,AL,community_event,1,25,331.41,1,25,331.41,25.00,75,36,505,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094553,HH0094553,group_buyer,Madison,AL,community_event,1,24,330.98,1,24,330.98,24.00,75,36,33,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045538,HH0045538,group_buyer,Athens,AL,community_event,2,24,330.78,2,24,330.78,12.00,75,61,381,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0065427,HH0065427,group_buyer,Huntsville,AL,website,2,23,330.15,2,23,330.15,11.50,75,60,96,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0066202,HH0066202,group_buyer,Chattanooga,TN,website,1,25,328.75,1,25,328.75,25.00,75,36,381,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0047592,HH0047592,group_buyer,Madison,AL,community_event,1,25,328.63,1,25,328.63,25.00,75,36,477,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0088274,HH0088274,group_buyer,Madison,AL,community_event,1,23,328.44,1,23,328.44,23.00,75,35,84,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0053509,HH0053509,group_buyer,Athens,AL,community_event,1,26,328.29,1,26,328.29,26.00,75,37,450,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0101702,HH0101702,group_buyer,Huntsville,AL,community_event,1,23,327.64,1,23,327.64,23.00,75,35,1,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0071190,HH0071190,group_buyer,Birmingham,AL,group_sales_rep,2,25,327.25,2,25,327.25,12.50,75,51,145,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0041192,HH0041192,group_buyer,Madison,AL,website,1,24,327.02,1,24,327.02,24.00,75,36,505,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0093121,HH0093121,group_buyer,Huntsville,AL,website,1,25,326.53,1,25,326.53,25.00,75,36,44,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044930,HH0044930,group_buyer,Huntsville,AL,website,2,23,325.79,2,23,325.79,11.50,75,60,159,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0075416,HH0075416,group_buyer,Madison,AL,group_sales_rep,2,24,325.18,2,24,325.18,12.00,75,51,2,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0080449,HH0080449,group_buyer,Madison,AL,group_sales_rep,1,25,325.16,1,25,325.16,25.00,75,36,126,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0052665,HH0052665,group_buyer,Madison,AL,community_event,1,23,324.73,1,23,324.73,23.00,75,35,451,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084548,HH0084548,group_buyer,Birmingham,AL,website,1,24,324.14,1,24,324.14,24.00,75,36,93,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087194,HH0087194,group_buyer,Birmingham,AL,community_event,1,23,323.37,1,23,323.37,23.00,75,35,86,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0065731,HH0065731,group_buyer,Chattanooga,TN,community_event,2,23,323.16,2,23,323.16,11.50,75,60,126,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0099932,HH0099932,group_buyer,Birmingham,AL,community_event,1,24,322.32,1,24,322.32,24.00,75,36,5,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0061093,HH0061093,group_buyer,Huntsville,AL,group_sales_rep,1,24,321.90,1,24,321.90,24.00,75,36,415,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087481,HH0087481,group_buyer,Madison,AL,website,1,23,321.64,1,23,321.64,23.00,75,25,86,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0090856,HH0090856,group_buyer,Madison,AL,community_event,1,23,321.51,1,23,321.51,23.00,75,35,58,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0029024,HH0029024,group_buyer,Birmingham,AL,website,2,23,321.28,2,23,321.28,11.50,75,60,739,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094272,HH0094272,group_buyer,Madison,AL,website,1,25,321.27,1,25,321.27,25.00,75,36,33,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087366,HH0087366,group_buyer,Huntsville,AL,group_sales_rep,1,24,320.72,1,24,320.72,24.00,75,26,86,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0080407,HH0080407,group_buyer,Madison,AL,website,1,23,320.05,1,23,320.05,23.00,75,35,126,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0071811,HH0071811,group_buyer,Madison,AL,group_sales_rep,1,24,320.00,1,24,320.00,24.00,75,36,163,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0061100,HH0061100,group_buyer,Meridianville,AL,community_event,1,24,318.34,1,24,318.34,24.00,75,35,415,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086502,HH0086502,group_buyer,Madison,AL,website,1,25,318.32,1,25,318.32,25.00,75,36,87,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0034376,HH0034376,group_buyer,Madison,AL,website,2,23,318.29,2,23,318.29,11.50,75,60,1,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0030166,HH0030166,group_buyer,Meridianville,AL,website,1,23,318.11,1,23,318.11,23.00,75,35,753,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0051276,HH0051276,group_buyer,Decatur,AL,community_event,1,24,317.70,1,24,317.70,24.00,75,35,462,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044111,HH0044111,group_buyer,Madison,AL,group_sales_rep,1,23,317.01,1,23,317.01,23.00,75,35,492,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091904,HH0091904,group_buyer,Decatur,AL,website,1,25,316.61,1,25,316.61,25.00,75,36,46,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0078885,HH0078885,group_buyer,Madison,AL,group_sales_rep,1,25,316.48,1,25,316.48,25.00,75,36,130,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0080352,HH0080352,group_buyer,Athens,AL,group_sales_rep,1,25,316.38,1,25,316.38,25.00,75,36,126,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0052638,HH0052638,group_buyer,Birmingham,AL,community_event,1,25,315.23,1,25,315.23,25.00,75,36,451,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0082248,HH0082248,group_buyer,Madison,AL,community_event,1,23,312.48,1,23,312.48,23.00,75,35,106,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0072011,HH0072011,group_buyer,Nashville,TN,group_sales_rep,1,24,312.43,1,24,312.43,24.00,75,35,163,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
