follow_up_id,opportunity_id,fan_id,account_id,game_id,assigned_team,assigned_owner,suggested_action,priority_score,priority_band,due_date,status,outcome,synthetic_data_flag
FUP_00006759,OPP_00050888,FAN_044646,,TP_2024_022,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-13,open,,True
FUP_00006760,OPP_00015127,FAN_012916,,TP_2025_032,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-17,open,,True
FUP_00006761,OPP_00004277,FAN_003646,,TP_2025_060,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00006762,OPP_00048957,FAN_042931,,TP_2024_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00006763,OPP_00025178,FAN_021752,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-18,open,,True
FUP_00006764,OPP_00026524,FAN_022901,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-15,open,,True
FUP_00006765,OPP_00049225,FAN_043147,,TP_2023_051,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-30,open,,True
FUP_00006766,OPP_00014345,FAN_012195,,TP_2024_020,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-13,open,,True
FUP_00006767,OPP_00014346,FAN_012195,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-13,open,,True
FUP_00006768,OPP_00014218,FAN_012098,,TP_2024_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00006769,OPP_00014220,FAN_012098,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-08,open,,True
FUP_00006770,OPP_00038446,FAN_033551,,TP_2025_058,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-18,open,,True
FUP_00006771,OPP_00019897,FAN_017031,,TP_2025_054,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-18,open,,True
FUP_00006772,OPP_00023577,FAN_020297,,TP_2025_013,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-12,open,,True
FUP_00006773,OPP_00037646,FAN_032824,,TP_2025_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00006774,OPP_00027524,FAN_023763,,TP_2025_036,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-27,open,,True
FUP_00006775,OPP_00027525,FAN_023763,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-27,open,,True
FUP_00006776,OPP_00041868,FAN_036569,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-04,open,,True
FUP_00006777,OPP_00041869,FAN_036569,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-04,open,,True
FUP_00006778,OPP_00023702,FAN_020393,,TP_2024_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-06,open,,True
FUP_00006779,OPP_00047303,FAN_041333,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-28,open,,True
FUP_00006780,OPP_00042577,FAN_037195,,TP_2025_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00006781,OPP_00017243,FAN_014741,,TP_2024_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-15,open,,True
FUP_00006782,OPP_00017244,FAN_014741,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-15,open,,True
FUP_00006783,OPP_00044212,FAN_038626,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-30,open,,True
FUP_00006784,OPP_00015574,FAN_013298,,TP_2024_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-07,open,,True
FUP_00006785,OPP_00008446,FAN_007278,,TP_2025_053,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00006786,OPP_00008447,FAN_007278,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-01,open,,True
FUP_00006787,OPP_00035943,FAN_031298,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-13,open,,True
FUP_00006788,OPP_00002526,FAN_002137,,TP_2025_014,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-29,open,,True
FUP_00006789,OPP_00031245,FAN_027087,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00006790,OPP_00031247,FAN_027087,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00006791,OPP_00046236,FAN_040435,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-27,open,,True
FUP_00006792,OPP_00029315,FAN_025386,,TP_2023_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-13,open,,True
FUP_00006793,OPP_00029316,FAN_025386,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-13,open,,True
FUP_00006794,OPP_00003449,FAN_002902,,TP_2025_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00006795,OPP_00003450,FAN_002902,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-16,open,,True
FUP_00006796,OPP_00044270,FAN_038690,,TP_2023_063,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-30,open,,True
FUP_00006797,OPP_00020689,FAN_017724,,TP_2024_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00006798,OPP_00036989,FAN_032256,,TP_2025_036,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-23,open,,True
FUP_00006799,OPP_00036990,FAN_032256,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-23,open,,True
FUP_00006800,OPP_00017662,FAN_015123,,TP_2024_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00006801,OPP_00013019,FAN_011136,,TP_2025_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00006802,OPP_00010440,FAN_008952,,TP_2023_008,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-13,open,,True
FUP_00006803,OPP_00026047,FAN_022455,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-11-02,open,,True
FUP_00006804,OPP_00024978,FAN_021592,,TP_2023_063,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-04-13,open,,True
FUP_00006805,OPP_00024979,FAN_021592,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-04-13,open,,True
FUP_00006806,OPP_00010953,FAN_009368,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-13,open,,True
FUP_00006807,OPP_00013483,FAN_011508,,TP_2025_004,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-13,open,,True
FUP_00006808,OPP_00019935,FAN_017067,,TP_2025_034,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-23,open,,True
FUP_00006809,OPP_00024579,FAN_021227,,TP_2025_034,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-20,open,,True
FUP_00006810,OPP_00009207,FAN_007942,,TP_2024_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00006811,OPP_00015021,FAN_012826,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00006812,OPP_00015022,FAN_012826,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00006813,OPP_00012189,FAN_010406,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-13,open,,True
FUP_00006814,OPP_00045004,FAN_039333,,TP_2024_008,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-11,open,,True
FUP_00006815,OPP_00036852,FAN_032141,,TP_2023_040,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-05,open,,True
FUP_00006816,OPP_00027088,FAN_023379,,TP_2025_007,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-14,open,,True
FUP_00006817,OPP_00016071,FAN_013722,,TP_2023_016,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00006818,OPP_00029002,FAN_025099,,TP_2024_015,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-11-11,open,,True
FUP_00006819,OPP_00014275,FAN_012136,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-03,open,,True
FUP_00006820,OPP_00033873,FAN_029454,,TP_2024_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-12,open,,True
FUP_00006821,OPP_00008936,FAN_007700,,TP_2025_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-15,open,,True
FUP_00006822,OPP_00024527,FAN_021180,,TP_2024_021,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00006823,OPP_00048671,FAN_042671,,TP_2025_060,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00006824,OPP_00021758,FAN_018656,,TP_2025_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-05,open,,True
FUP_00006825,OPP_00021759,FAN_018656,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-05,open,,True
FUP_00006826,OPP_00038217,FAN_033340,,TP_2025_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-16,open,,True
FUP_00006827,OPP_00038218,FAN_033340,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-16,open,,True
FUP_00006828,OPP_00042209,FAN_036887,,TP_2025_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00006829,OPP_00007395,FAN_006393,,TP_2025_053,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-16,open,,True
FUP_00006830,OPP_00010012,FAN_008595,,TP_2025_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-04,open,,True
FUP_00006831,OPP_00022447,FAN_019259,,TP_2024_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-04,open,,True
FUP_00006832,OPP_00047349,FAN_041380,,TP_2023_054,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-14,open,,True
FUP_00006833,OPP_00047350,FAN_041380,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-14,open,,True
FUP_00006834,OPP_00036850,FAN_032139,,TP_2024_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-13,open,,True
FUP_00006835,OPP_00036851,FAN_032139,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-13,open,,True
FUP_00006836,OPP_00032172,FAN_027919,,TP_2025_052,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-15,open,,True
FUP_00006837,OPP_00020401,FAN_017468,,TP_2025_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00006838,OPP_00036602,FAN_031928,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-09,open,,True
FUP_00006839,OPP_00007197,FAN_006202,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-10,open,,True
FUP_00006840,OPP_00027066,FAN_023357,,TP_2025_017,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-11,open,,True
FUP_00006841,OPP_00012618,FAN_010789,,TP_2025_036,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00006842,OPP_00041353,FAN_036113,,TP_2025_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00006843,OPP_00041354,FAN_036113,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-20,open,,True
FUP_00006844,OPP_00039458,FAN_034436,,TP_2024_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00006845,OPP_00045889,FAN_040115,,TP_2025_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00006846,OPP_00021031,FAN_018042,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-12,open,,True
FUP_00006847,OPP_00005713,FAN_004892,,TP_2025_023,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00006848,OPP_00005714,FAN_004892,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-06,open,,True
FUP_00006849,OPP_00002655,FAN_002258,,TP_2023_045,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-07-30,open,,True
FUP_00006850,OPP_00014907,FAN_012726,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00006851,OPP_00038433,FAN_033536,,TP_2025_036,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-22,open,,True
FUP_00006852,OPP_00031339,FAN_027183,,TP_2024_035,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-03-07,open,,True
FUP_00006853,OPP_00008839,FAN_007624,,TP_2023_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-14,open,,True
FUP_00006854,OPP_00043495,FAN_037995,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-13,open,,True
FUP_00006855,OPP_00009879,FAN_008492,,TP_2025_045,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-11,open,,True
FUP_00006856,OPP_00028585,FAN_024716,,TP_2025_005,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-25,open,,True
FUP_00006857,OPP_00037603,FAN_032789,,TP_2023_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-11,open,,True
FUP_00006858,OPP_00020498,FAN_017565,,TP_2025_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-07,open,,True
FUP_00006859,OPP_00020499,FAN_017565,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-07,open,,True
FUP_00006860,OPP_00011950,FAN_010233,,TP_2024_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00006861,OPP_00005609,FAN_004811,,TP_2025_042,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-08,open,,True
FUP_00006862,OPP_00032468,FAN_028186,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-12-12,open,,True
FUP_00006863,OPP_00010407,FAN_008924,,TP_2025_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00006864,OPP_00015151,FAN_012932,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00006865,OPP_00017234,FAN_014727,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-10,open,,True
FUP_00006866,OPP_00017368,FAN_014851,,TP_2023_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-07-10,open,,True
FUP_00006867,OPP_00023380,FAN_020139,,TP_2025_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-30,open,,True
FUP_00006868,OPP_00023381,FAN_020139,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-30,open,,True
FUP_00006869,OPP_00031513,FAN_027330,,TP_2023_042,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00006870,OPP_00046643,FAN_040763,,TP_2025_059,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00006871,OPP_00048369,FAN_042408,,TP_2024_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-10-21,open,,True
FUP_00006872,OPP_00007055,FAN_006065,,TP_2025_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00006873,OPP_00007056,FAN_006065,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-06,open,,True
FUP_00006874,OPP_00017411,FAN_014891,,TP_2025_044,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00006875,OPP_00017412,FAN_014891,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-22,open,,True
FUP_00006876,OPP_00006047,FAN_005196,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-04,open,,True
FUP_00006877,OPP_00019097,FAN_016315,,TP_2025_045,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00006878,OPP_00019098,FAN_016315,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-19,open,,True
FUP_00006879,OPP_00006020,FAN_005173,,TP_2025_044,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-24,open,,True
FUP_00006880,OPP_00037061,FAN_032320,,TP_2024_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-06,open,,True
FUP_00006881,OPP_00014642,FAN_012465,,TP_2024_048,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-11,open,,True
FUP_00006882,OPP_00014644,FAN_012465,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-11,open,,True
FUP_00006883,OPP_00030942,FAN_026832,,TP_2024_042,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-06,open,,True
FUP_00006884,OPP_00047938,FAN_041956,,TP_2024_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-03,open,,True
FUP_00006885,OPP_00047940,FAN_041956,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-03,open,,True
FUP_00006886,OPP_00001042,FAN_000886,,TP_2025_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00006887,OPP_00001043,FAN_000886,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-06,open,,True
FUP_00006888,OPP_00031025,FAN_026899,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-04,open,,True
FUP_00006889,OPP_00015230,FAN_013009,,TP_2025_025,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-05,open,,True
FUP_00006890,OPP_00015232,FAN_013009,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-05,open,,True
FUP_00006891,OPP_00028915,FAN_025017,,TP_2023_040,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-07-21,open,,True
FUP_00006892,OPP_00001679,FAN_001440,,TP_2023_027,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00006893,OPP_00001680,FAN_001440,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-09,open,,True
FUP_00006894,OPP_00014977,FAN_012794,,TP_2025_036,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-08,open,,True
FUP_00006895,OPP_00014978,FAN_012794,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-08,open,,True
FUP_00006896,OPP_00018591,FAN_015893,,TP_2025_044,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00006897,OPP_00019586,FAN_016729,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00006898,OPP_00008596,FAN_007408,,TP_2025_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00006899,OPP_00031724,FAN_027526,,TP_2023_022,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00006900,OPP_00031725,FAN_027526,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00006901,OPP_00030851,FAN_026749,,TP_2025_040,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-18,open,,True
FUP_00006902,OPP_00030852,FAN_026749,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-18,open,,True
FUP_00006903,OPP_00007122,FAN_006123,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-14,open,,True
FUP_00006904,OPP_00002969,FAN_002486,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-25,open,,True
FUP_00006905,OPP_00034506,FAN_030007,,TP_2025_039,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00006906,OPP_00034508,FAN_030007,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-25,open,,True
FUP_00006907,OPP_00041558,FAN_036288,,TP_2023_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-12,open,,True
FUP_00006908,OPP_00041559,FAN_036288,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-12,open,,True
FUP_00006909,OPP_00008291,FAN_007145,,TP_2024_028,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-17,open,,True
FUP_00006910,OPP_00008292,FAN_007145,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-06-17,open,,True
FUP_00006911,OPP_00037542,FAN_032741,,TP_2023_041,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-15,open,,True
FUP_00006912,OPP_00032368,FAN_028105,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-05,open,,True
FUP_00006913,OPP_00000614,FAN_000533,,TP_2024_051,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-31,open,,True
FUP_00006914,OPP_00019416,FAN_016577,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-07,open,,True
FUP_00006915,OPP_00013459,FAN_011482,,TP_2025_032,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00006916,OPP_00009773,FAN_008414,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-21,open,,True
FUP_00006917,OPP_00009774,FAN_008414,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-21,open,,True
FUP_00006918,OPP_00049167,FAN_043104,,TP_2025_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00006919,OPP_00015344,FAN_013103,,TP_2025_044,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00006920,OPP_00015345,FAN_013103,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-22,open,,True
FUP_00006921,OPP_00050384,FAN_044184,,TP_2025_022,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-04,open,,True
FUP_00006922,OPP_00009338,FAN_008044,,TP_2025_020,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-13,open,,True
FUP_00006923,OPP_00030513,FAN_026424,,TP_2025_034,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-05,open,,True
FUP_00006924,OPP_00032205,FAN_027957,,TP_2024_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00006925,OPP_00032206,FAN_027957,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00006926,OPP_00020470,FAN_017540,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-03-30,open,,True
FUP_00006927,OPP_00023898,FAN_020570,,TP_2025_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-30,open,,True
FUP_00006928,OPP_00026660,FAN_023027,,TP_2023_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00006929,OPP_00007654,FAN_006611,,TP_2024_060,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-23,open,,True
FUP_00006930,OPP_00033153,FAN_028806,,TP_2025_052,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00006931,OPP_00033154,FAN_028806,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00006932,OPP_00032460,FAN_028181,,TP_2024_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-05,open,,True
FUP_00006933,OPP_00002741,FAN_002327,,TP_2025_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00006934,OPP_00031390,FAN_027224,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-03-18,open,,True
FUP_00006935,OPP_00018311,FAN_015674,,TP_2025_065,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-21,open,,True
FUP_00006936,OPP_00018312,FAN_015674,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-21,open,,True
FUP_00006937,OPP_00048679,FAN_042687,,TP_2023_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-08-16,open,,True
FUP_00006938,OPP_00046139,FAN_040349,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00006939,OPP_00028329,FAN_024461,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-09,open,,True
FUP_00006940,OPP_00025813,FAN_022272,,TP_2023_046,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00006941,OPP_00023607,FAN_020325,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-15,open,,True
FUP_00006942,OPP_00004823,FAN_004117,,TP_2025_022,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-20,open,,True
FUP_00006943,OPP_00004824,FAN_004117,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-20,open,,True
FUP_00006944,OPP_00012297,FAN_010498,,TP_2023_026,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00006945,OPP_00001188,FAN_001013,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-23,open,,True
FUP_00006946,OPP_00050662,FAN_044455,,TP_2025_051,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
